alert_id,timestamp,agent_id,agent_name,rule_id,rule_description,severity,event_data
100051,2025-08-01T00:48:27Z,004,LINUX-SERVER-DB,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100052,2025-08-01T01:12:48Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=81.139.42.224"
100053,2025-08-01T01:56:36Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100054,2025-08-01T04:28:12Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=75%,process=mysqld"
100055,2025-08-01T04:00:10Z,001,WIN-SERVER-01,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100056,2025-08-01T03:08:32Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=92.9.90.124"
100057,2025-08-01T04:20:18Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100058,2025-08-01T03:04:38Z,003,ENDPOINT-LAPTOP-05,4624,Successful user logon,3,"username=devadmin,src_ip=240.16.122.162"
100059,2025-08-01T04:51:04Z,003,ENDPOINT-LAPTOP-05,300004,Suspicious outbound network traffic,6,"dest_ip=169.3.239.111,port=443"
100060,2025-08-01T04:29:00Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=service,src_ip=3.85.76.107"
100061,2025-08-01T01:35:34Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=183.186.234.125"
100062,2025-08-01T05:08:58Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=92.70.190.25,username=admin"
100063,2025-08-01T01:51:18Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=107.145.180.149,port=3389"
100064,2025-08-01T03:45:04Z,004,LINUX-SERVER-DB,540,User privilege escalation detected,8,"username=admin,src_ip=103.107.172.70"
100065,2025-08-01T01:52:40Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=174.16.119.99"
100066,2025-08-01T04:09:42Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100067,2025-08-01T03:52:16Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=51.251.194.226,port=8080"
100068,2025-08-01T00:29:28Z,003,ENDPOINT-LAPTOP-05,900001,High CPU usage detected,4,"cpu_usage=100%,process=java.exe"
100069,2025-08-01T04:22:12Z,003,ENDPOINT-LAPTOP-05,300004,Suspicious outbound network traffic,6,"dest_ip=123.105.2.152,port=4444"
100070,2025-08-01T05:33:40Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100071,2025-08-01T00:59:10Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=guest,src_ip=164.150.30.136"
100072,2025-08-01T03:50:24Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=root,src_ip=75.32.119.32"
100073,2025-08-01T03:48:44Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=92%,process=nginx"
100074,2025-08-01T02:19:22Z,001,WIN-SERVER-01,300004,Suspicious outbound network traffic,6,"dest_ip=33.106.147.41,port=8080"
100075,2025-08-01T02:57:30Z,003,ENDPOINT-LAPTOP-05,900001,High CPU usage detected,4,"cpu_usage=89%,process=mysqld"
100076,2025-08-01T05:53:24Z,002,LINUX-SERVER-02,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100077,2025-08-01T03:24:03Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=128.204.201.88"
100078,2025-08-01T01:32:18Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=admin,src_ip=201.2.181.117"
100079,2025-08-01T05:04:09Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=74%,process=java.exe"
100080,2025-08-01T01:58:40Z,004,LINUX-SERVER-DB,4624,Successful user logon,3,"username=root,src_ip=190.65.187.179"
100081,2025-08-01T04:27:18Z,004,LINUX-SERVER-DB,100001,Multiple failed SSH login attempts,7,"src_ip=1.225.12.26,username=john.doe"
100082,2025-08-01T00:43:44Z,004,LINUX-SERVER-DB,18107,Multiple failed RDP login attempts,7,"src_ip=98.31.204.62,username=devadmin"
100083,2025-08-01T05:14:01Z,001,WIN-SERVER-01,18107,Multiple failed RDP login attempts,7,"src_ip=67.72.210.35,username=john.doe"
100084,2025-08-01T04:49:48Z,004,LINUX-SERVER-DB,100001,Multiple failed SSH login attempts,7,"src_ip=172.200.238.232,username=devadmin"
100085,2025-08-01T00:46:45Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=admin,src_ip=74.162.238.119"
100086,2025-08-01T00:31:32Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100087,2025-08-01T03:46:12Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=111.253.184.65"
100088,2025-08-01T03:03:20Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=john.doe,src_ip=63.220.215.8"
100089,2025-08-01T01:34:56Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=101.40.5.58,username=admin"
100090,2025-08-01T06:45:00Z,002,LINUX-SERVER-02,300004,Suspicious outbound network traffic,6,"dest_ip=139.180.68.95,port=80"
100091,2025-08-01T02:27:07Z,004,LINUX-SERVER-DB,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=127.99.87.103"
100092,2025-08-01T04:19:08Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=82.248.94.161,username=john.doe"
100093,2025-08-01T02:16:24Z,003,ENDPOINT-LAPTOP-05,300004,Suspicious outbound network traffic,6,"dest_ip=46.32.170.189,port=4444"
100094,2025-08-01T06:41:04Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=54.39.193.181"
100095,2025-08-01T01:33:25Z,003,ENDPOINT-LAPTOP-05,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100096,2025-08-01T02:38:24Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=12.150.138.72"
100097,2025-08-01T06:37:42Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100098,2025-08-01T06:05:52Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=admin,src_ip=174.21.240.222"
100099,2025-08-01T04:45:27Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=70%,process=nginx"
100100,2025-08-01T06:16:40Z,005,WIN-WORKSTATION-03,300004,Suspicious outbound network traffic,6,"dest_ip=129.29.103.172,port=443"
100101,2025-08-01T02:51:42Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=80.65.247.210"
100102,2025-08-01T03:51:12Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=admin,src_ip=166.78.138.131"
100103,2025-08-01T02:27:38Z,002,LINUX-SERVER-02,4624,Successful user logon,3,"username=admin,src_ip=158.124.131.254"
100104,2025-08-01T05:17:12Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=12.158.55.176"
100105,2025-08-01T07:45:30Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100106,2025-08-01T07:28:44Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=devadmin,src_ip=112.230.62.23"
100107,2025-08-01T01:23:49Z,004,LINUX-SERVER-DB,4624,Successful user logon,3,"username=john.doe,src_ip=241.8.57.176"
100108,2025-08-01T06:45:00Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=102.242.191.155"
100109,2025-08-01T08:26:51Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=devadmin,src_ip=216.211.109.214"
100110,2025-08-01T08:04:00Z,005,WIN-WORKSTATION-03,18107,Multiple failed RDP login attempts,7,"src_ip=24.176.143.150,username=service"
100111,2025-08-01T05:03:24Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=123.212.34.26,username=admin"
100112,2025-08-01T06:37:36Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=devadmin,src_ip=91.194.127.117"
100113,2025-08-01T06:41:09Z,005,WIN-WORKSTATION-03,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100114,2025-08-01T03:21:24Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=86%,process=python.exe"
100115,2025-08-01T04:30:15Z,003,ENDPOINT-LAPTOP-05,200002,Malware detected,9,file=C:\Users\Public\trojan.dll
100116,2025-08-01T07:24:40Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=86%,process=chrome.exe"
100117,2025-08-01T03:28:39Z,005,WIN-WORKSTATION-03,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100118,2025-08-01T06:33:20Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=73%,process=java.exe"
100119,2025-08-01T02:56:31Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=john.doe,src_ip=229.107.71.99"
100120,2025-08-01T02:06:00Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=164.40.40.20,username=guest"
100121,2025-08-01T00:08:04Z,003,ENDPOINT-LAPTOP-05,300004,Suspicious outbound network traffic,6,"dest_ip=72.117.49.185,port=443"
100122,2025-08-01T03:13:10Z,005,WIN-WORKSTATION-03,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100123,2025-08-01T05:19:48Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=125.151.198.168,username=root"
100124,2025-08-01T05:57:32Z,004,LINUX-SERVER-DB,4624,Successful user logon,3,"username=devadmin,src_ip=154.71.132.213"
100125,2025-08-01T03:45:00Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=200.209.157.30"
100126,2025-08-01T06:09:36Z,005,WIN-WORKSTATION-03,18107,MySQL unauthorized query attempt,6,"username=devadmin,src_ip=55.35.40.89"
100127,2025-08-01T10:32:53Z,003,ENDPOINT-LAPTOP-05,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100128,2025-08-01T09:04:00Z,002,LINUX-SERVER-02,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100129,2025-08-01T08:29:33Z,001,WIN-SERVER-01,540,User privilege escalation detected,8,"username=service,src_ip=119.178.85.153"
100130,2025-08-01T00:04:20Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100131,2025-08-01T06:24:16Z,004,LINUX-SERVER-DB,900001,High CPU usage detected,4,"cpu_usage=79%,process=java.exe"
100132,2025-08-01T10:38:00Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=72%,process=nginx"
100133,2025-08-01T00:50:59Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=239.132.226.118,username=root"
100134,2025-08-01T02:34:06Z,003,ENDPOINT-LAPTOP-05,900001,High CPU usage detected,4,"cpu_usage=80%,process=mysqld"
100135,2025-08-01T05:19:30Z,005,WIN-WORKSTATION-03,18107,Multiple failed RDP login attempts,7,"src_ip=76.29.94.20,username=root"
100136,2025-08-01T10:00:40Z,003,ENDPOINT-LAPTOP-05,4624,Successful user logon,3,"username=guest,src_ip=134.184.60.86"
100137,2025-08-01T00:15:59Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=devadmin,src_ip=188.227.211.112"
100138,2025-08-01T08:14:30Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=184.199.96.51,port=22"
100139,2025-08-01T08:15:46Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100140,2025-08-01T07:04:40Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=241.151.239.82,username=root"
100141,2025-08-01T05:43:06Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100142,2025-08-01T04:22:42Z,004,LINUX-SERVER-DB,4624,Successful user logon,3,"username=john.doe,src_ip=138.150.44.187"
100143,2025-08-01T06:38:01Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=devadmin,src_ip=24.43.108.6"
100144,2025-08-01T08:40:48Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=john.doe,src_ip=43.218.104.179"
100145,2025-08-01T02:08:05Z,001,WIN-SERVER-01,540,User privilege escalation detected,8,"username=service,src_ip=59.44.172.139"
100146,2025-08-01T11:48:06Z,001,WIN-SERVER-01,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100147,2025-08-01T10:12:30Z,004,LINUX-SERVER-DB,18107,Multiple failed RDP login attempts,7,"src_ip=112.55.205.175,username=root"
100148,2025-08-01T07:56:04Z,002,LINUX-SERVER-02,540,User privilege escalation detected,8,"username=guest,src_ip=73.166.195.43"
100149,2025-08-01T03:38:32Z,005,WIN-WORKSTATION-03,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100150,2025-08-01T12:25:00Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=31.202.210.30,username=devadmin"
100151,2025-08-01T02:53:39Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=1.196.101.124"
100152,2025-08-01T01:13:28Z,003,ENDPOINT-LAPTOP-05,18107,Multiple failed RDP login attempts,7,"src_ip=173.215.102.128,username=john.doe"
100153,2025-08-01T06:30:09Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=251.26.3.215,username=john.doe"
100154,2025-08-01T00:35:56Z,002,LINUX-SERVER-02,4624,Successful user logon,3,"username=service,src_ip=181.165.30.122"
100155,2025-08-01T12:13:40Z,005,WIN-WORKSTATION-03,540,User privilege escalation detected,8,"username=guest,src_ip=54.145.85.218"
100156,2025-08-01T01:31:00Z,002,LINUX-SERVER-02,300004,Suspicious outbound network traffic,6,"dest_ip=112.178.234.119,port=80"
100157,2025-08-01T07:35:18Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=guest,src_ip=99.52.164.176"
100158,2025-08-01T00:50:02Z,002,LINUX-SERVER-02,100001,Multiple failed SSH login attempts,7,"src_ip=44.169.137.6,username=guest"
100159,2025-08-01T00:21:12Z,004,LINUX-SERVER-DB,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100160,2025-08-01T06:45:20Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=admin,src_ip=83.219.13.91"
100161,2025-08-01T13:22:19Z,004,LINUX-SERVER-DB,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100162,2025-08-01T05:56:24Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=188.254.181.162,username=root"
100163,2025-08-01T11:49:03Z,004,LINUX-SERVER-DB,18107,Multiple failed RDP login attempts,7,"src_ip=48.152.179.161,username=guest"
100164,2025-08-01T00:43:44Z,001,WIN-SERVER-01,900001,High CPU usage detected,4,"cpu_usage=92%,process=chrome.exe"
100165,2025-08-01T02:56:00Z,005,WIN-WORKSTATION-03,100001,Multiple failed SSH login attempts,7,"src_ip=26.54.229.14,username=guest"
100166,2025-08-01T02:12:48Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=service,src_ip=124.120.194.25"
100167,2025-08-01T09:36:09Z,004,LINUX-SERVER-DB,900001,High CPU usage detected,4,"cpu_usage=71%,process=python.exe"
100168,2025-08-01T13:01:12Z,001,WIN-SERVER-01,4624,Successful user logon,3,"username=john.doe,src_ip=239.85.223.149"
100169,2025-08-01T13:19:56Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=81%,process=python.exe"
100170,2025-08-01T12:30:50Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\ransomware.bat
100171,2025-08-01T03:48:00Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=222.183.74.228,username=john.doe"
100172,2025-08-01T13:34:08Z,004,LINUX-SERVER-DB,300004,Suspicious outbound network traffic,6,"dest_ip=152.240.116.195,port=80"
100173,2025-08-01T14:16:21Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100174,2025-08-01T02:39:30Z,001,WIN-SERVER-01,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100175,2025-08-01T05:03:20Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100176,2025-08-01T05:28:32Z,001,WIN-SERVER-01,18107,MySQL unauthorized query attempt,6,"username=devadmin,src_ip=220.253.130.169"
100177,2025-08-01T13:04:42Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=227.24.220.40,username=devadmin"
100178,2025-08-01T09:17:44Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100179,2025-08-01T04:43:25Z,003,ENDPOINT-LAPTOP-05,18107,MySQL unauthorized query attempt,6,"username=devadmin,src_ip=172.7.60.199"
100180,2025-08-01T10:06:00Z,002,LINUX-SERVER-02,4624,Successful user logon,3,"username=root,src_ip=251.194.7.182"
100181,2025-08-01T10:06:21Z,004,LINUX-SERVER-DB,540,User privilege escalation detected,8,"username=service,src_ip=204.47.221.200"
100182,2025-08-01T03:14:08Z,002,LINUX-SERVER-02,18107,Multiple failed RDP login attempts,7,"src_ip=236.112.180.143,username=admin"
100183,2025-08-01T02:17:15Z,001,WIN-SERVER-01,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100184,2025-08-01T07:06:16Z,002,LINUX-SERVER-02,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100185,2025-08-01T08:07:10Z,003,ENDPOINT-LAPTOP-05,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100186,2025-08-01T12:36:24Z,002,LINUX-SERVER-02,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100187,2025-08-01T11:06:58Z,002,LINUX-SERVER-02,900001,High CPU usage detected,4,"cpu_usage=95%,process=nginx"
100188,2025-08-01T14:27:56Z,005,WIN-WORKSTATION-03,4624,Successful user logon,3,"username=guest,src_ip=192.127.49.236"
100189,2025-08-01T07:17:51Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=admin,src_ip=68.100.66.223"
100190,2025-08-01T08:17:10Z,004,LINUX-SERVER-DB,200002,Malware detected,9,file=C:\Users\Public\malicious.exe
100191,2025-08-01T05:50:10Z,005,WIN-WORKSTATION-03,900001,High CPU usage detected,4,"cpu_usage=82%,process=mysqld"
100192,2025-08-01T09:29:36Z,002,LINUX-SERVER-02,4624,Successful user logon,3,"username=service,src_ip=10.168.64.126"
100193,2025-08-01T03:25:52Z,004,LINUX-SERVER-DB,600003,USB storage device inserted,2,device_id=USB\\VID_0781&PID_5567
100194,2025-08-01T00:32:20Z,003,ENDPOINT-LAPTOP-05,540,User privilege escalation detected,8,"username=john.doe,src_ip=247.155.160.210"
100195,2025-08-01T11:38:45Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=guest,src_ip=225.37.47.124"
100196,2025-08-01T02:07:24Z,002,LINUX-SERVER-02,18107,MySQL unauthorized query attempt,6,"username=root,src_ip=174.253.171.207"
100197,2025-08-01T03:33:25Z,005,WIN-WORKSTATION-03,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100198,2025-08-01T06:36:00Z,002,LINUX-SERVER-02,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100199,2025-08-01T11:06:39Z,003,ENDPOINT-LAPTOP-05,100001,Multiple failed SSH login attempts,7,"src_ip=174.13.193.124,username=devadmin"
100200,2025-08-01T10:26:40Z,004,LINUX-SERVER-DB,5501,File integrity checksum changed,5,"file=/etc/passwd,hash_diff=true"
100201,2025-08-01T09:12:45Z,002,LINUX-SERVER-02,100001,Multiple failed SSH login attempts,7,"src_ip=104.236.211.124,username=service"
